,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr__fit_intercept,param_lr__penalty,param_lr__solver,param_tfidf__max_df,param_tfidf__max_features,param_tfidf__ngram_range,params,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,mean_train_precision,std_train_precision,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,mean_train_f1,std_train_f1
0,0.013275444507598877,0.0005622723565193951,0.0,0.0,True,l1,lbfgs,0.8,1000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'lbfgs', 'tfidf__max_df': 0.8, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
1,0.01807945966720581,0.0010412998160354305,0.0,0.0,True,l1,lbfgs,0.8,1000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'lbfgs', 'tfidf__max_df': 0.8, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
2,0.0112723708152771,0.00020456677929047836,0.0,0.0,True,l1,lbfgs,0.8,3000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'lbfgs', 'tfidf__max_df': 0.8, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
3,0.02142024040222168,0.0014533884334005601,0.0,0.0,True,l1,lbfgs,0.8,3000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'lbfgs', 'tfidf__max_df': 0.8, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
4,0.01227039098739624,0.0013585996327210202,0.0,0.0,True,l1,lbfgs,0.8,5000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'lbfgs', 'tfidf__max_df': 0.8, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
5,0.016549527645111084,0.00036777680526199125,0.0,0.0,True,l1,lbfgs,0.8,5000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'lbfgs', 'tfidf__max_df': 0.8, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
6,0.011958062648773193,0.0003951341967423958,0.0,0.0,True,l1,lbfgs,0.9,1000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'lbfgs', 'tfidf__max_df': 0.9, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
7,0.016331136226654053,0.0006669672580001065,0.0,0.0,True,l1,lbfgs,0.9,1000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'lbfgs', 'tfidf__max_df': 0.9, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
8,0.010815441608428955,0.00045746540790265734,0.0,0.0,True,l1,lbfgs,0.9,3000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'lbfgs', 'tfidf__max_df': 0.9, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
9,0.016655564308166504,0.0005723133207369851,0.0,0.0,True,l1,lbfgs,0.9,3000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'lbfgs', 'tfidf__max_df': 0.9, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
